timestamp,refinery_area,sensor_id,sensor_type,sensor_reading,sensor_units,operational_status
01/03/2022 16:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,120,Percent,High
01/03/2022 16:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,20500,Barrels/Hour,High
01/03/2022 16:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,167,Degrees Fahrenheit,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3700,Barrels/Hour,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,735,Degrees Fahrenheit,Alert
01/03/2022 16:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,18500,Pounds/Hour,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,950,Cubic meters/Hour,High
01/03/2022 16:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1010,RPM,High
01/03/2022 16:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,174,Degrees Fahrenheit,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,181,Degrees Fahrenheit,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,435,Degrees Fahrenheit,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,46,MMBTU/Hour,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,145,Cubic Meters/Hour,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,49,MMBTU/Hour,Normal
01/03/2022 16:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,125,Percent,High
01/03/2022 16:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,21000,Barrels/Hour,High
01/03/2022 16:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,170,Degrees Fahrenheit,High
01/03/2022 16:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3800,Barrels/Hour,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,740,Degrees Fahrenheit,Alert
01/03/2022 16:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19000,Pounds/Hour,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,975,Cubic meters/Hour,High
01/03/2022 16:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1020,RPM,High
01/03/2022 16:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,177,Degrees Fahrenheit,High
01/03/2022 16:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,184,Degrees Fahrenheit,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,440,Degrees Fahrenheit,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,48,MMBTU/Hour,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,150,Cubic Meters/Hour,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,51,MMBTU/Hour,Normal
01/03/2022 16:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,130,Percent,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,21500,Barrels/Hour,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,176,Degrees Fahrenheit,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3750,Barrels/Hour,Normal
01/03/2022 16:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,738,Degrees Fahrenheit,Normal
01/03/2022 16:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19300,Pounds/Hour,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,945,Cubic meters/Hour,Normal
01/03/2022 16:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1040,RPM,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,180,Degrees Fahrenheit,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,179,Degrees Fahrenheit,Normal
01/03/2022 16:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,447,Degrees Fahrenheit,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,44,MMBTU/Hour,Normal
01/03/2022 16:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,140,Cubic Meters/Hour,Low
01/03/2022 16:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,53,MMBTU/Hour,High
01/03/2022 16:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,135,Percent,High
01/03/2022 17:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,22000,Barrels/Hour,High
01/03/2022 17:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,172,Degrees Fahrenheit,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3900,Barrels/Hour,High
01/03/2022 17:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,742,Degrees Fahrenheit,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19000,Pounds/Hour,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,965,Cubic meters/Hour,High
01/03/2022 17:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1030,RPM,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,178,Degrees Fahrenheit,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,183,Degrees Fahrenheit,High
01/03/2022 17:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,455,Degrees Fahrenheit,High
01/03/2022 17:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,46,MMBTU/Hour,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,145,Cubic Meters/Hour,Normal
01/03/2022 17:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,48,MMBTU/Hour,Low
01/03/2022 17:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,125,Percent,Normal
01/03/2022 17:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,22500,Barrels/Hour,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,175,Degrees Fahrenheit,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4050,Barrels/Hour,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,748,Degrees Fahrenheit,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,18500,Pounds/Hour,Low
01/03/2022 17:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,985,Cubic meters/Hour,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1020,RPM,Normal
01/03/2022 17:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,174,Degrees Fahrenheit,Low
01/03/2022 17:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,186,Degrees Fahrenheit,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,463,Degrees Fahrenheit,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,50,MMBTU/Hour,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,150,Cubic Meters/Hour,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,53,MMBTU/Hour,High
01/03/2022 17:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,140,Percent,High
01/03/2022 17:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,23000,Barrels/Hour,High
01/03/2022 17:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,179,Degrees Fahrenheit,High
01/03/2022 17:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4100,Barrels/Hour,Normal
01/03/2022 17:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,742,Degrees Fahrenheit,Normal
01/03/2022 17:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19300,Pounds/Hour,High
01/03/2022 17:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,995,Cubic meters/Hour,High
01/03/2022 17:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1015,RPM,Low
01/03/2022 17:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,170,Degrees Fahrenheit,Low
01/03/2022 17:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,179,Degrees Fahrenheit,Low
01/03/2022 17:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,456,Degrees Fahrenheit,Normal
01/03/2022 17:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,41,MMBTU/Hour,Low
01/03/2022 17:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,140,Cubic Meters/Hour,Low
01/03/2022 17:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,44,MMBTU/Hour,Low
01/03/2022 17:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,120,Percent,Normal
01/03/2022 17:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,21500,Barrels/Hour,Normal
01/03/2022 17:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,181,Degrees Fahrenheit,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4000,Barrels/Hour,Low
01/03/2022 17:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,743,Degrees Fahrenheit,Normal
01/03/2022 17:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,20500,Pounds/Hour,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1075,Cubic meters/Hour,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1220,RPM,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,193,Degrees Fahrenheit,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,201,Degrees Fahrenheit,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,498,Degrees Fahrenheit,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,66,MMBTU/Hour,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,212,Cubic Meters/Hour,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,76,MMBTU/Hour,High
01/03/2022 17:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,173,Percent,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,21000,Barrels/Hour,Normal
01/03/2022 18:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,185,Degrees Fahrenheit,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4100,Barrels/Hour,Normal
01/03/2022 18:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,748,Degrees Fahrenheit,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19500,Pounds/Hour,Normal
01/03/2022 18:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1125,Cubic meters/Hour,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1240,RPM,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,179,Degrees Fahrenheit,Normal
01/03/2022 18:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,195,Degrees Fahrenheit,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,492,Degrees Fahrenheit,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,62,MMBTU/Hour,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,205,Cubic Meters/Hour,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,71,MMBTU/Hour,High
01/03/2022 18:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,165,Percent,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,21500,Barrels/Hour,Normal
01/03/2022 18:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,183,Degrees Fahrenheit,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4200,Barrels/Hour,Normal
01/03/2022 18:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,745,Degrees Fahrenheit,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19800,Pounds/Hour,Normal
01/03/2022 18:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1100,Cubic meters/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1230,RPM,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,176,Degrees Fahrenheit,
01/03/2022 18:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,192,Degrees Fahrenheit,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,490,Degrees Fahrenheit,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,60,MMBTU/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,200,Cubic Meters/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,69,MMBTU/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,160,Percent,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,176,Degrees Fahrenheit,Normal
01/03/2022 18:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,192,Degrees Fahrenheit,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,490,Degrees Fahrenheit,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,60,MMBTU/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,200,Cubic Meters/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,69,MMBTU/Hour,High
01/03/2022 18:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,160,Percent,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,20500,Barrels/Hour,Normal
01/03/2022 18:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,180,Degrees Fahrenheit,Normal
01/03/2022 18:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4300,Barrels/Hour,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,742,Degrees Fahrenheit,Normal
01/03/2022 18:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,20000,Pounds/Hour,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1075,Cubic meters/Hour,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1220,RPM,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,173,Degrees Fahrenheit,Normal
01/03/2022 18:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,189,Degrees Fahrenheit,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,485,Degrees Fahrenheit,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,58,MMBTU/Hour,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,195,Cubic Meters/Hour,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,67,MMBTU/Hour,High
01/03/2022 18:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,155,Percent,High
01/03/2022 18:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,19500,Barrels/Hour,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,177,Degrees Fahrenheit,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4100,Barrels/Hour,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,740,Degrees Fahrenheit,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,19300,Pounds/Hour,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1050,Cubic meters/Hour,High
01/03/2022 18:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1200,RPM,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,170,Degrees Fahrenheit,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,186,Degrees Fahrenheit,High
01/03/2022 18:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,480,Degrees Fahrenheit,Normal
01/03/2022 18:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,56,MMBTU/Hour,High
01/03/2022 18:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,190,Cubic Meters/Hour,High
01/03/2022 18:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,65,MMBTU/Hour,High
01/03/2022 18:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,150,Percent,High
01/03/2022 19:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,19000,Barrels/Hour,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,174,Degrees Fahrenheit,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,4000,Barrels/Hour,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,738,Degrees Fahrenheit,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,18800,Pounds/Hour,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1025,Cubic meters/Hour,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1180,RPM,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,167,Degrees Fahrenheit,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,183,Degrees Fahrenheit,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,475,Degrees Fahrenheit,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,54,MMBTU/Hour,High
01/03/2022 19:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,185,Cubic Meters/Hour,High
01/03/2022 19:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,63,MMBTU/Hour,Normal
01/03/2022 19:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,145,Percent,High
01/03/2022 19:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,18500,Barrels/Hour,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,171,Degrees Fahrenheit,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3900,Barrels/Hour,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,736,Degrees Fahrenheit,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,18300,Pounds/Hour,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,1000,Cubic meters/Hour,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1160,RPM,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,164,Degrees Fahrenheit,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,180,Degrees Fahrenheit,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,470,Degrees Fahrenheit,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,52,MMBTU/Hour,High
01/03/2022 19:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,180,Cubic Meters/Hour,High
01/03/2022 19:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,61,MMBTU/Hour,Normal
01/03/2022 19:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,140,Percent,High
01/03/2022 19:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,18000,Barrels/Hour,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,168,Degrees Fahrenheit,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3800,Barrels/Hour,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,734,Degrees Fahrenheit,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,17800,Pounds/Hour,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,975,Cubic meters/Hour,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1140,RPM,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,161,Degrees Fahrenheit,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,177,Degrees Fahrenheit,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,465,Degrees Fahrenheit,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,50,MMBTU/Hour,High
01/03/2022 19:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,175,Cubic Meters/Hour,High
01/03/2022 19:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,59,MMBTU/Hour,Normal
01/03/2022 19:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,135,Percent,High
01/03/2022 19:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,17500,Barrels/Hour,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,165,Degrees Fahrenheit,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3700,Barrels/Hour,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,732,Degrees Fahrenheit,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,17300,Pounds/Hour,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,950,Cubic meters/Hour,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1120,RPM,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,158,Degrees Fahrenheit,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,174,Degrees Fahrenheit,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,460,Degrees Fahrenheit,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,48,MMBTU/Hour,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,170,Cubic Meters/Hour,High
01/03/2022 19:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,57,MMBTU/Hour,Normal
01/03/2022 19:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,130,Percent,High
01/03/2022 20:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,17000,Barrels/Hour,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,162,Degrees Fahrenheit,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3600,Barrels/Hour,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,730,Degrees Fahrenheit,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,16800,Pounds/Hour,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,925,Cubic meters/Hour,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1100,RPM,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,155,Degrees Fahrenheit,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,171,Degrees Fahrenheit,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,455,Degrees Fahrenheit,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,46,MMBTU/Hour,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,165,Cubic Meters/Hour,High
01/03/2022 20:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,55,MMBTU/Hour,Normal
01/03/2022 20:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,125,Percent,High
01/03/2022 20:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,16500,Barrels/Hour,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,159,Degrees Fahrenheit,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3500,Barrels/Hour,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,728,Degrees Fahrenheit,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,16300,Pounds/Hour,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,900,Cubic meters/Hour,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1080,RPM,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,152,Degrees Fahrenheit,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,168,Degrees Fahrenheit,Normal
